Blank,Member Number,Account Number,FIRST NAME,MIDDLE NAME,LAST NAME,ROUTE NO.,ROUTE NAME,PHOTO,Phone Number,NATIONAL ID,NSSF,NHIF,Address,Homestead,Town,Postal Code,District,Province,Latitude,Longitude,Status,FarmName
,04382,0894-0000-4382,HANNAH,,NJOKI,R014,KWAMBIRA,,254750995805,294884441,589892338,884776779,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoki Kwambira Farm
,04384,0894-0000-4384,NDUA,,MWAURA,R014,KWAMBIRA,,254751008150,295007897,590139250,885147147,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwaura Kwambira Farm
,04385,0894-0000-4385,MARY,,WANJIKU,R014,KWAMBIRA,,254751020495,295131353,590386162,885517515,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Kwambira Farm
,04387,0894-0000-4387,PETER,,GITAKA,R022,NDUMA,,254751032840,295254809,590633074,885887883,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gitaka Nduma Farm
,04388,0894-0000-4388,DANIEL,,NGUGI,R018,KAMANDURA,,254751045185,295378265,590879986,886258251,P. O. Box 8,Kamandura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ngugi Kamandura Farm
,04389,0894-0000-4389,STEPHEN,,MOCHU,R006,KABUKU,,254751057530,295501721,591126898,886628619,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mochu Kabuku Farm
,04391,0894-0000-4391,SIMON,,GITIA,R001,LIMURU,,254751069875,295625177,591373810,886998987,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gitia Limuru Farm
,04392,0894-0000-4392,JOYCE,,KABIRI,R010,THIGIO,,254751082220,295748633,591620722,887369355,P. O. Box 8,Thigio,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kabiri Thigio Farm
,04397,0894-0000-4397,JOHN,,MUCHINA,R002,NGECHA,,254751094565,295872089,591867634,887739723,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muchina Ngecha Farm
,04398,0894-0000-4398,GRACE,,WARINGA,R002,NGECHA,,254751106910,295995545,592114546,888110091,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Waringa Ngecha Farm
,04400,0894-0000-4400,MARY,,WANJIRU,R010,THIGIO,,254751119255,296119001,592361458,888480459,P. O. Box 8,Thigio,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiru Thigio Farm
,04401,0894-0000-4401,HANNAH,,WAMAITHA,R010,THIGIO,,254751131600,296242457,592608370,888850827,P. O. Box 8,Thigio,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wamaitha Thigio Farm
,04403,0894-0000-4403,EUICE,,WANJIRU,R012,MUGUGA,,254751143945,296365913,592855282,889221195,P. O. Box 8,Muguga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiru Muguga Farm
,04409,0894-0000-4409,SIMON,,KIMANI,R001,LIMURU,,254751156290,296489369,593102194,889591563,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kimani Limuru Farm
,04411,0894-0000-4411,MONICAH,,WAMBUI,R004,TIEKUNU,,254751168635,296612825,593349106,889961931,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Tiekunu Farm
,04413,0894-0000-4413,MARY,,WAMBUI,R022,NDUMA,,254751180980,296736281,593596018,890332299,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Nduma Farm
,04414,0894-0000-4414,GRACE,,WANJIKU,R023,KINYOGORI,,254751193325,296859737,593842930,890702667,P. O. Box 8,Kinyogori,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Kinyogori Farm
,04415,0894-0000-4415,MARIA,,MUKAMI,R016,KIROE,,254751205670,296983193,594089842,891073035,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mukami Kiroe Farm
,04416,0894-0000-4416,ELIZABETH,,WAIRIMU,R016,KIROE,,254751218015,297106649,594336754,891443403,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wairimu Kiroe Farm
,04418,0894-0000-4418,MARY,,WANJIKU,R003,RIRONI,,254751230360,297230105,594583666,891813771,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Rironi Farm
,04420,0894-0000-4420,MILKAH,,NDUTA,R022,NDUMA,,254751242705,297353561,594830578,892184139,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nduta Nduma Farm
,04421,0894-0000-4421,MARY,,NYAMBURA,R009,NDERU,,254751255050,297477017,595077490,892554507,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyambura Nderu Farm
,04422,0894-0000-4422,GEORGE,,MUNIU,R012,MUGUGA,,254751267395,297600473,595324402,892924875,P. O. Box 8,Muguga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muniu Muguga Farm
,04426,0894-0000-4426,PETER,,KIMANI,R019,KIHURURU,,254751279740,297723929,595571314,893295243,P. O. Box 8,Kihururu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kimani Kihururu Farm
,04427,0894-0000-4427,LUCY,,WANJIKU,R022,NDUMA,,254751292085,297847385,595818226,893665611,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Nduma Farm
,04428,0894-0000-4428,FOCUS,,MACHARIA,R007,KERWA,,254751304430,297970841,596065138,894035979,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Macharia Kerwa Farm
,04431,0894-0000-4431,PAUL,,NJOROGE,R018,KAMANDURA,,254734095500,125873177,251869810,377742987,P. O. Box 8,Kamandura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoroge Kamandura Farm
,04433,0894-0000-4433,PAUL,,NDIRANGU,R015,NDIONI,,254751316775,298094297,596312050,894406347,P. O. Box 8,Ndioni,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndirangu Ndioni Farm
,04436,0894-0000-4436,GEORGE,,NGANGA,R017,GATIMU,,254734107845,125996633,252116722,378113355,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nganga Gatimu Farm
,04442,0894-0000-4442,PETER,,MWANGI,R001,LIMURU,,254751329120,298217753,596558962,894776715,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwangi Limuru Farm
,04448,0894-0000-4448,PETER,,GITAU,R022,NDUMA,,254751341465,298341209,596805874,895147083,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gitau Nduma Farm
,04449,0894-0000-4449,GEOFFREY,,NDERE,R006,KABUKU,,254751353810,298464665,597052786,895517451,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndere Kabuku Farm
,04450,0894-0000-4450,STEPHEN,,KABIRU,R024,THARUNI,,254751366155,298588121,597299698,895887819,P. O. Box 8,Tharuni,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kabiru Tharuni Farm
,04451,0894-0000-4451,MUIRU,,NDIRANGU,R002,NGECHA,,254751378500,298711577,597546610,896258187,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndirangu Ngecha Farm
,04452,0894-0000-4452,GATHECHA,,WAINAINA,R009,NDERU,,254751390845,298835033,597793522,896628555,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wainaina Nderu Farm
,04454,0894-0000-4454,RAHAB,,WAMBUI,R019,KIHURURU,,254751403190,298958489,598040434,896998923,P. O. Box 8,Kihururu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Kihururu Farm
,04455,0894-0000-4455,SERAH,,NDUTA,R019,KIHURURU,,254751415535,299081945,598287346,897369291,P. O. Box 8,Kihururu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nduta Kihururu Farm
,04456,0894-0000-4456,WATERI,,NDIRANGU,R007,KERWA,,254751427880,299205401,598534258,897739659,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndirangu Kerwa Farm
,04460,0894-0000-4460,KAMAU,,NJUGUNA,R006,KABUKU,,254751440225,299328857,598781170,898110027,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njuguna Kabuku Farm
,04461,0894-0000-4461,FRANCIS,,GATONYE,R004,TIEKUNU,,254751452570,299452313,599028082,898480395,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gatonye Tiekunu Farm
,04463,0894-0000-4463,GEORGE,,KAMITI,R001,LIMURU,,254751464915,299575769,599274994,898850763,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kamiti Limuru Farm
,04464,0894-0000-4464,EUNICE,,NJERI,R003,RIRONI,,254751477260,299699225,599521906,899221131,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Rironi Farm
,04470,0894-0000-4470,ALICE,,WAITHIRA,R014,KWAMBIRA,,254751489605,299822681,599768818,899591499,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Waithira Kwambira Farm
,04471,0894-0000-4471,SERAH,,NYAMBURA,R004,TIEKUNU,,254751501950,299946137,600015730,899961867,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyambura Tiekunu Farm
,04473,0894-0000-4473,FELISTA,,NJERI,R016,KIROE,,254751514295,300069593,600262642,900332235,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Kiroe Farm
,04475,0894-0000-4475,NJOROGE,,JAIRO,R014,KWAMBIRA,,254751526640,300193049,600509554,900702603,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Jairo Kwambira Farm
,04481,0894-0000-4481,PAUL,,MUCHIRI,R010,THIGIO,,254751538985,300316505,600756466,901072971,P. O. Box 8,Thigio,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muchiri Thigio Farm
,04487,0894-0000-4487,FELISTA,,WAMBUI,R005,MURENGETI,,254751551330,300439961,601003378,901443339,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Murengeti Farm
,04488,0894-0000-4488,DAMARIS,,WAMAITHA,R010,THIGIO,,254751563675,300563417,601250290,901813707,P. O. Box 8,Thigio,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wamaitha Thigio Farm
,04490,0894-0000-4490,ALICE,,KANYI,R016,KIROE,,254751576020,300686873,601497202,902184075,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kanyi Kiroe Farm
,04491,0894-0000-4491,DAVID,,KAMAU,R011,NYATHUNA,,254751588365,300810329,601744114,902554443,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kamau Nyathuna Farm
,04493,0894-0000-4493,JANE,,WAMBUI,R017,GATIMU,,254751600710,300933785,601991026,902924811,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Gatimu Farm
,04495,0894-0000-4495,KENNETH,,MUTHIGA,R004,TIEKUNU,,254751613055,301057241,602237938,903295179,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muthiga Tiekunu Farm
,04497,0894-0000-4497,GABRIEL,,MUKORA,R020,NGARARIGA,,254751625400,301180697,602484850,903665547,P. O. Box 8,Ngarariga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mukora Ngarariga Farm
,04500,0894-0000-4500,TERESIAH,,WATERE,R007,KERWA,,254751637745,301304153,602731762,904035915,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Watere Kerwa Farm
,04501,0894-0000-4501,MARY,,WAMBUI,R022,NDUMA,,254751650090,301427609,602978674,904406283,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Nduma Farm
,04502,0894-0000-4502,LEAH,,NJERI,R003,RIRONI,,254751662435,301551065,603225586,904776651,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Rironi Farm
,04507,0894-0000-4507,GEORGE,,GATHITO,R004,TIEKUNU,,254751674780,301674521,603472498,905147019,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gathito Tiekunu Farm
,04508,0894-0000-4508,JANE,,WAITHIRA,R022,NDUMA,,254751687125,301797977,603719410,905517387,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Waithira Nduma Farm
,04517,0894-0000-4517,FRANCIS,,MUNGAI,R004,TIEKUNU,,254751699470,301921433,603966322,905887755,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mungai Tiekunu Farm
,04519,0894-0000-4519,HANNAH,,NYAKIO,R011,NYATHUNA,,254734120190,126120089,252363634,378483723,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyakio Nyathuna Farm
,04521,0894-0000-4521,DAMARIS,,NDIRANGU,R009,NDERU,,254751711815,302044889,604213234,906258123,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndirangu Nderu Farm
,04522,0894-0000-4522,HOSEA,,MBURU,R009,NDERU,,254751724160,302168345,604460146,906628491,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mburu Nderu Farm
,04523,0894-0000-4523,RUTH,,WAMBUI,R013,MUNA,,254751736505,302291801,604707058,906998859,P. O. Box 8,Muna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Muna Farm
,04524,0894-0000-4524,FLORENCE,,NJERI,R007,KERWA,,254751748850,302415257,604953970,907369227,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Kerwa Farm
,04526,0894-0000-4526,ALICE,,NJOKI,R004,TIEKUNU,,254751761195,302538713,605200882,907739595,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoki Tiekunu Farm
,04527,0894-0000-4527,PETER,,KIHARA,R015,NDIONI,,254751773540,302662169,605447794,908109963,P. O. Box 8,Ndioni,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kihara Ndioni Farm
,04529,0894-0000-4529,MARY,,WAMBUI,R009,NDERU,,254751785885,302785625,605694706,908480331,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Nderu Farm
,04535,0894-0000-4535,PATRICK,,ITOTIA,R005,MURENGETI,,254751798230,302909081,605941618,908850699,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Itotia Murengeti Farm
,04536,0894-0000-4536,HANNAH,,NJOKI,R004,TIEKUNU,,254751810575,303032537,606188530,909221067,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoki Tiekunu Farm
,04537,0894-0000-4537,MARGARET,,WAMBUI,R023,KINYOGORI,,254751822920,303155993,606435442,909591435,P. O. Box 8,Kinyogori,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Kinyogori Farm
,04549,0894-0000-4549,RAHAB,,WAIRIMU,R006,KABUKU,,254751835265,303279449,606682354,909961803,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wairimu Kabuku Farm
,04552,0894-0000-4552,FRANCIS,,THOGO,R005,MURENGETI,,254751847610,303402905,606929266,910332171,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Thogo Murengeti Farm
,04554,0894-0000-4554,ALICE,,WANJIKU,R014,KWAMBIRA,,254751859955,303526361,607176178,910702539,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Kwambira Farm
,04556,0894-0000-4556,HANNAH,,WAIRIMU,R004,TIEKUNU,,254751872300,303649817,607423090,911072907,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wairimu Tiekunu Farm
,04562,0894-0000-4562,MARIA,,NDUTA,R001,LIMURU,,254751884645,303773273,607670002,911443275,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nduta Limuru Farm
,04563,0894-0000-4563,NJUGUNA,,KAMAU,R016,KIROE,,254751896990,303896729,607916914,911813643,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kamau Kiroe Farm
,04565,0894-0000-4565,JULIUS,,KARANJA,R007,KERWA,,254751909335,304020185,608163826,912184011,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Karanja Kerwa Farm
,04573,0894-0000-4573,GEORGE,,GITAU,R002,NGECHA,,254751921680,304143641,608410738,912554379,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gitau Ngecha Farm
,04575,0894-0000-4575,MARGARET,,NYAMBURA,R005,MURENGETI,,254751934025,304267097,608657650,912924747,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyambura Murengeti Farm
,04576,0894-0000-4576,FRANCIS,,NDIRANGU,R013,MUNA,,254751946370,304390553,608904562,913295115,P. O. Box 8,Muna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndirangu Muna Farm
,04577,0894-0000-4577,HANNAH,,GATHITHI,R002,NGECHA,,254751958715,304514009,609151474,913665483,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gathithi Ngecha Farm
,04584,0894-0000-4584,ELIJAH,,KARIUKI,R009,NDERU,,254751971060,304637465,609398386,914035851,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kariuki Nderu Farm
,04586,0894-0000-4586,GEORGE,,KAMAU,R005,MURENGETI,,254751983405,304760921,609645298,914406219,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kamau Murengeti Farm
,04589,0894-0000-4589,NJERI,,WAINAINA,R002,NGECHA,,254751995750,304884377,609892210,914776587,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wainaina Ngecha Farm
,04590,0894-0000-4590,MARGARET,,WAMBUI,R020,NGARARIGA,,254752008095,305007833,610139122,915146955,P. O. Box 8,Ngarariga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Ngarariga Farm
,04591,0894-0000-4591,JOHN,,GITAU,R012,MUGUGA,,254752020440,305131289,610386034,915517323,P. O. Box 8,Muguga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gitau Muguga Farm
,04596,0894-0000-4596,FRANCIS,,MUCHERU,R005,MURENGETI,,254752032785,305254745,610632946,915887691,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mucheru Murengeti Farm
,04597,0894-0000-4597,JOSEPH,,MICHINO,R010,THIGIO,,254752045130,305378201,610879858,916258059,P. O. Box 8,Thigio,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Michino Thigio Farm
,04599,0894-0000-4599,MARY,,NYAMBURA,R002,NGECHA,,254752057475,305501657,611126770,916628427,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyambura Ngecha Farm
,04601,0894-0000-4601,NGURE,,KAIRU,R006,KABUKU,,254752069820,305625113,611373682,916998795,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kairu Kabuku Farm
,04602,0894-0000-4602,STANLEY,,BORO,R007,KERWA,,254752082165,305748569,611620594,917369163,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Boro Kerwa Farm
,04603,0894-0000-4603,MICHAEL,,KIMANI,R018,KAMANDURA,,254752094510,305872025,611867506,917739531,P. O. Box 8,Kamandura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kimani Kamandura Farm
,04604,0894-0000-4604,CHARLES,,NJIRIRI,R001,LIMURU,,254752106855,305995481,612114418,918109899,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njiriri Limuru Farm
,04607,0894-0000-4607,PHILIP,,NJAU,R019,KIHURURU,,254752119200,306118937,612361330,918480267,P. O. Box 8,Kihururu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njau Kihururu Farm
,04608,0894-0000-4608,PATRICK,,MUTURI,R007,KERWA,,254752131545,306242393,612608242,918850635,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muturi Kerwa Farm
,04609,0894-0000-4609,KIMUHU,,KABONO,R003,RIRONI,,254752143890,306365849,612855154,919221003,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kabono Rironi Farm
,04611,0894-0000-4611,PETER,,WAINAINA,R016,KIROE,,254752156235,306489305,613102066,919591371,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wainaina Kiroe Farm
,04618,0894-0000-4618,HANNAH,,WAITHIRA,R022,NDUMA,,254752168580,306612761,613348978,919961739,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Waithira Nduma Farm
,04621,0894-0000-4621,SERAH,,NYAMBURA,R007,KERWA,,254752180925,306736217,613595890,920332107,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyambura Kerwa Farm
,04622,0894-0000-4622,HANNAH,,NJAMBI,R007,KERWA,,254752193270,306859673,613842802,920702475,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njambi Kerwa Farm
,04624,0894-0000-4624,MIRIAM,,WANJIRU,R016,KIROE,,254752205615,306983129,614089714,921072843,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiru Kiroe Farm
,04625,0894-0000-4625,JOSHUA,,NACHU,R002,NGECHA,,254735330000,138218777,276561010,414779787,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nachu Ngecha Farm
,04628,0894-0000-4628,GLADYS,,NUNGARI,R006,KABUKU,,254752217960,307106585,614336626,921443211,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nungari Kabuku Farm
,04636,0894-0000-4636,MARY,,WAIRIMU,R016,KIROE,,254752230305,307230041,614583538,921813579,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wairimu Kiroe Farm
,04638,0894-0000-4638,JAMES,,NJOROGE,R007,KERWA,,254752242650,307353497,614830450,922183947,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoroge Kerwa Farm
,04640,0894-0000-4640,JOSEPH,,NJUGUNA,R016,KIROE,,254752254995,307476953,615077362,922554315,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njuguna Kiroe Farm
,04641,0894-0000-4641,EVANSON,,MUTHAMI,R016,KIROE,,254752267340,307600409,615324274,922924683,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muthami Kiroe Farm
,04647,0894-0000-4647,STEPHEN,,NJIHIA,R013,MUNA,,254752279685,307723865,615571186,923295051,P. O. Box 8,Muna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njihia Muna Farm
,04649,0894-0000-4649,EDWARD,,NYINGI,R003,RIRONI,,254752292030,307847321,615818098,923665419,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyingi Rironi Farm
,04650,0894-0000-4650,PHILOMENA,,WANJIKU,R023,KINYOGORI,,254752304375,307970777,616065010,924035787,P. O. Box 8,Kinyogori,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Kinyogori Farm
,04653,0894-0000-4653,SALOME,,MUMBI,R007,KERWA,,254752316720,308094233,616311922,924406155,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mumbi Kerwa Farm
,04654,0894-0000-4654,MONICAH,,WANJIRU,R022,NDUMA,,254752329065,308217689,616558834,924776523,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiru Nduma Farm
,04658,0894-0000-4658,LUCY,,NGONYO,R007,KERWA,,254752341410,308341145,616805746,925146891,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ngonyo Kerwa Farm
,04660,0894-0000-4660,ROBERT,,RUNO,R012,MUGUGA,,254752353755,308464601,617052658,925517259,P. O. Box 8,Muguga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Runo Muguga Farm
,04663,0894-0000-4663,MWANGI,,MUKOMA,R014,KWAMBIRA,,254752366100,308588057,617299570,925887627,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mukoma Kwambira Farm
,04668,0894-0000-4668,MUNGAI,,GATHURU,R003,RIRONI,,254752378445,308711513,617546482,926257995,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gathuru Rironi Farm
,04670,0894-0000-4670,JAMES,,MWATHI,R001,LIMURU,,254752390790,308834969,617793394,926628363,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwathi Limuru Farm
,04674,0894-0000-4674,TERESIAH,,WANINI,R004,TIEKUNU,,254752403135,308958425,618040306,926998731,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanini Tiekunu Farm
,04676,0894-0000-4676,KAHIRI,,NYOGONDO,R005,MURENGETI,,254752415480,309081881,618287218,927369099,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyogondo Murengeti Farm
,04677,0894-0000-4677,CHARITY,,MUTHONI,R007,KERWA,,254734132535,126243545,252610546,378854091,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muthoni Kerwa Farm
,04685,0894-0000-4685,MARY,,WANJERI,R016,KIROE,,254752427825,309205337,618534130,927739467,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjeri Kiroe Farm
